techset,,mc_l_sm_r0c0n0s0
techset,,mc_l_sm_r0c0
techset,,mc_l_sm_r0c0s0
techset,,mc_l_sm_r0c0n0
techset,,mc_l_hsm_r0c0
techset,,mc_l_hsm_r0c0s0
techset,,mc_l_hsm_r0c0n0
techset,,mc_l_hsm_r0c0n0s0
image,~nvg_spc-rgb&nvg_cos-l-67
image,nvg_nml
image,nvg_col
material,mc/mtl_nvg_viewmodel
xmodelsurfs,viewmodel_nvg10
xmodel,viewmodel_nvg
techset,,2d
image,hud_nvg
material,hud_icon_nvg
image,nightvision_overlay_goggles
material,nightvision_overlay_goggles
rawfile,shock/nightvision.shock
rawfile,maps/_nightvision.gsc
localize,Checkpoint A: 
localize,Checkpoint B: 
localize,Checkpoint C: 
localize,Checkpoint D: 
localize,Checkpoint E: 
localize,Cross the bridge in: 
localize,Mission failed. Enemy destroyed the bridge.
localize,Cross the bridge to safety before it is destroyed.
localize,Checkpoint A time expired.
localize,Checkpoint B time expired.
localize,Checkpoint C time expired.
localize,Checkpoint D time expired.
localize,Reach the Safe House.
localize,Press ^3[{+actionslot 4}]^7 to toggle laser targeting device.
localize,Press ^3[{weapnext}]^7 to cycle through weapons.
localize,You have not been cleared to fire. Mission failed.
localize,
0         A-G        MAN    NARO
localize,RAY
FF 30
LIR

BORE
localize,N
T

S
F

Q
Z

T
G
T
localize,L1514    RDY
localize,WHOT
localize,BHOT
localize,105 mm
localize,40 mm
localize,25 mm
localize,&&1 AGL
localize,Friendlies: &&1
localize,Too many friendlies have been KIA. Mission failed.
localize,Friendly fire will not be tolerated!
Watch for blinking IR strobes on friendly units!
localize,You attacked a friendly helicopter!
localize,You attacked a civilian vehicle! Mission failed.
localize,You harmed a civilian! Mission failed.
localize,Provide AC-130 air support for friendly SAS ground units.
localize,N
T

S
F

Q
Z
localize,Reloading
vertexdecl,,ppcc0t0t0
vertexshader,,vertcol_simple_fog_dtex.hlsl
pixelshader,,vertcol_shaded_fog_lin.hlsl
vertexshader,lp_amb_fog_tc0_dtex_sm3.hlsl
pixelshader,lp_amb_fog_t0c0_sm3.hlsl
vertexshader,lp_amb_dfog_tc0_dtex_sm3.hlsl
